Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Novavax,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_5Plus,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Novavax,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_5Plus,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Novavax,Series_Complete_Unk_Manuf,Series_Complete_Janssen_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Unk_Manuf_5Plus,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_5Plus,Additional_Doses_5Plus_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Second_Booster,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,Second_Booster_Janssen,Second_Booster_Moderna,Second_Booster_Pfizer,Second_Booster_Unk_Manuf,Administered_Bivalent,Admin_Bivalent_PFR,Admin_Bivalent_MOD,Dist_Bivalent_PFR,Dist_Bivalent_MOD,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
2023-02-01,5,WY,1254395,49300,530340,671955,2800.0,0,216739,230660.0,255623,281871,1264780,847573,845056.0,825595,784951,282035,29189,369996,447119,177.0,1092.0,146447,155390.0,168241,176384,284370,857658,352104,60.8,350820.0,64.5,341011,69.5,321690,72.3,97110,95.0,306661,53.0,306005.0,56.3,297878,60.7,281095,63.2,86940,87.7,27136,124531,154331,54.0,342.0,27133.0,124153.0,154325.0,340.0,27132,124117,146257,318.0,27111,124068,129563,301.0,4004,44699,38130,98.0,144559.0,47.1,144540.0,47.2,143034.0,48.0,138722.0,49.4,98429.0,61.6,61804.0,71.1,65967.0,76457.0,1925.0,197.0,,47840.0,48.6,33952.0,54.9,28.0,24731.0,32221.0,86.0,,,,,,61321.0,11.3,60471.0,12.3,58980.0,13.3,32840.0,33.1
2023-02-01,5,NJ,28746925,1011800,10154640,17546285,34200.0,0,323647,343555.0,377337,414005,1948240,19672387,19572385.0,18856626,17592070,4832873,584873,7430510,11654707,1700.0,597.0,221481,233910.0,247515,253356,327534,20256973,8399670,94.6,8347216.0,95.0,7986815,95.0,7405246,95.0,1683085,95.0,7022359,79.1,6991071.0,83.6,6686239,87.8,6181385,89.0,1436409,95.0,523662,2422669,4064726,526.0,593.0,523601.0,2403390.0,4062963.0,591.0,523559,2402221,3759366,577.0,523244,2400789,3256318,551.0,93943,666875,675406,109.0,3641469.0,51.9,3639784.0,52.1,3582885.0,53.6,3408153.0,55.1,2039610.0,65.2,1040717.0,72.5,1494965.0,2077271.0,68916.0,160.0,,947571.0,46.5,575080.0,55.3,925.0,534247.0,708315.0,76.0,,,,,,1404447.0,16.8,1376481.0,18.1,1330790.0,19.2,564999.0,38.3
2023-02-01,5,NM,6009775,190500,2325700,3486775,6800.0,0,286613,304163.0,336224,370747,1591550,4694024,4667927.0,4492904,4196027,1348024,121177,1897015,2657713,2836.0,15283.0,223863,236250.0,251361,258856,356992,4872529,1977281,94.3,1962395.0,95.0,1869076,95.0,1724894,95.0,464229,95.0,1575076,75.1,1569045.0,79.4,1498216,83.8,1380069,85.1,380020,95.0,111878,594352,862899,208.0,3084.0,111869.0,591334.0,862555.0,3079.0,111860,590888,792226,3034.0,111711,590248,674947,2959.0,21527,177868,179217,1338.0,859715.0,54.6,859273.0,54.8,841071.0,56.1,796548.0,57.7,496187.0,67.1,275493.0,72.5,353009.0,494602.0,11124.0,790.0,,283238.0,57.1,177927.0,64.6,275.0,159122.0,205174.0,485.0,,,,,,434635.0,22.0,425058.0,23.8,408615.0,25.2,188976.0,50.0
2023-02-01,5,NV,7534780,260300,2532600,4735980,5900.0,0,244623,260306.0,287389,315591,1519200,5544497,5530215.0,5384663,5066727,1489429,189030,1896413,3457879,497.0,678.0,180007,191054.0,205380,212217,300305,5530190,2388156,77.5,2380868.0,82.3,2306363,88.0,2148795,90.0,516637,95.0,1960778,63.7,1957314.0,67.6,1898289,72.4,1773367,74.3,441686,89.1,173989,629415,1155577,176.0,224.0,173986.0,627578.0,1155351.0,223.0,173985,627347,1096562,219.0,173936,627095,971950,212.0,26239,200651,214679,76.0,857091.0,43.7,857041.0,43.8,847829.0,44.7,818901.0,46.2,537342.0,59.8,302606.0,68.5,335880.0,508296.0,12798.0,93.0,,258328.0,48.1,168763.0,55.8,57.0,126372.0,189462.0,44.0,,,,,,368957.0,12.7,363530.0,13.9,354242.0,14.8,171735.0,34.6
2023-02-01,5,ID,4621280,160100,1770980,2674700,15500.0,0,258596,276580.0,309032,345164,1589870,2860856,2849147.0,2771052,2616172,908708,90447,1077942,1686610,465.0,5392.0,160087,170519.0,185304,195402,312625,2893276,1141412,63.9,1135234.0,67.9,1096861,73.3,1024503,76.5,286981,95.0,1008024,56.4,1005426.0,60.2,971901,65.0,906770,67.7,262722,90.4,83271,344911,577247,211.0,1133.0,83260.0,343578.0,577244.0,1133.0,83260,343406,543902,1122.0,83242,343153,479066,1110.0,12424,121246,128635,393.0,489250.0,48.5,489240.0,48.7,481667.0,49.6,462929.0,51.1,315395.0,64.7,191330.0,72.8,201599.0,280759.0,6592.0,260.0,,169497.0,53.7,115696.0,60.5,100.0,86507.0,123066.0,99.0,,,,,,231111.0,13.8,227202.0,15.2,220198.0,16.4,115718.0,39.8
2023-02-01,5,MA,22976680,632300,8720980,13611600,11800.0,0,333358,351587.0,381879,414764,1964940,17968608,17806984.0,17050693,15961921,4513523,408997,7116935,10441037,1183.0,456.0,260698,272480.0,283387,288137,385992,18040703,7349623,95.0,7268599.0,95.0,6913327,95.0,6432605,95.0,1543218,95.0,5801679,84.2,5752474.0,88.0,5465092,90.8,5073013,91.6,1225274,95.0,386064,2061056,3339051,336.0,335.0,386059.0,2034601.0,3331144.0,334.0,386034,2030681,3047714,327.0,384726,2024236,2663434,298.0,74760,557726,592667,84.0,3275118.0,56.5,3272003.0,56.9,3181883.0,58.2,3007319.0,59.3,1764322.0,68.7,919473.0,75.0,1451742.0,1795367.0,27849.0,74.0,,994902.0,56.4,588913.0,64.0,284.0,653874.0,777554.0,22.0,,,,,,1991820.0,30.5,1931246.0,32.1,1843275.0,33.3,724920.0,62.0
2023-02-01,5,SC,13784615,465300,5606740,7669175,43400.0,0,267729,283853.0,311871,341412,1471110,8599247,8565317.0,8350205,7919433,2847384,233824,3364705,4996842,648.0,3228.0,167017,176377.0,188920,196145,303876,8639968,3653247,71.0,3635070.0,74.9,3522490,79.7,3309729,82.0,993000,95.0,3081610,59.9,3072939.0,63.3,2983229,67.5,2803849,69.4,858833,91.7,211385,1099066,1766560,247.0,931.0,211337.0,1096383.0,1764048.0,924.0,211334,1095858,1674874,916.0,210714,1093116,1498998,781.0,31512,368289,458749,246.0,1377533.0,44.7,1377190.0,44.8,1362619.0,45.7,1320592.0,47.1,961529.0,59.5,591057.0,68.8,583494.0,770261.0,23059.0,675.0,,429729.0,44.7,301689.0,51.0,261.0,222683.0,276658.0,56.0,,,,,,558900.0,11.5,551819.0,12.5,539355.0,13.4,307664.0,32.8
2023-02-01,5,TX,78580705,2663600,27850340,47972665,94100.0,0,271006,290986.0,326046,363866,2104340,51907044,51646222.0,49382633,45410909,11306576,1548341,18815990,31485120,5636.0,51957.0,179015,191247.0,204898,210274,302782,50753671,22128938,76.3,21985511.0,81.4,20809633,86.3,18878612,87.4,3746471,95.0,18321481,63.2,18290756.0,67.7,17468841,72.5,15952480,73.9,3320093,88.9,1354109,6231570,10718613,1751.0,14927.0,1353868.0,6203163.0,10717157.0,14817.0,1353790,6199910,9899461,13938.0,1352248,6193077,8393568,11938.0,176757,1565535,1574332,3253.0,7383880.0,40.3,7383521.0,40.4,7243350.0,41.5,6998460.0,43.9,4308145.0,58.4,2255829.0,67.9,3292718.0,3989543.0,95523.0,5722.0,,2028761.0,47.1,1230144.0,54.5,106.0,1182647.0,1443693.0,1970.0,,,,,,2913660.0,10.8,2850209.0,11.8,2748383.0,12.7,1166728.0,31.2
2023-02-01,5,WA,24630715,776900,8736300,15086115,31400.0,0,323455,344080.0,378880,413834,2036060,17473961,17306639.0,16607142,15574378,4483035,494549,6409176,10548187,3201.0,18848.0,229471,241766.0,255458,261674,370584,17681108,6484627,85.2,6403909.0,89.5,6101141,93.9,5674937,95.0,1295274,95.0,5785380,76.0,5735709.0,80.1,5468073,84.1,5079778,85.3,1185593,95.0,459767,1984307,3317936,1005.0,6753.0,459736.0,1952774.0,3315479.0,6715.0,459707,1950696,3050201,6466.0,459332,1949317,2664085,6072.0,59542,532851,590729,2337.0,3368742.0,58.2,3363901.0,58.6,3265208.0,59.7,3097073.0,61.0,1773373.0,73.3,962721.0,81.2,1371784.0,1955184.0,39392.0,2170.0,,1131586.0,63.8,686270.0,71.3,775.0,639164.0,1031362.0,838.0,,,,,,1819749.0,25.4,1760591.0,27.1,1690434.0,28.4,668423.0,55.3
2023-02-01,5,OK,9458400,339700,3901480,5193920,23300.0,0,239031,255533.0,284444,314783,1489200,6718645,6700209.0,6534197,6160476,1974621,157673,2694033,3854903,810.0,11226.0,169793,181016.0,196504,205026,310899,6700660,2950102,74.6,2939913.0,79.4,2854314,85.8,2669751,88.9,713385,95.0,2390776,60.4,2386216.0,64.5,2318441,69.7,2166233,72.1,592781,93.3,147551,899846,1339313,286.0,2330.0,147536.0,896894.0,1339181.0,2319.0,147531,896380,1272031,2213.0,147435,895715,1120795,2013.0,20954,299262,271911,617.0,996039.0,41.7,995889.0,41.7,984945.0,42.5,953340.0,44.0,659204.0,57.0,394401.0,66.5,438656.0,542968.0,12550.0,1816.0,,295329.0,44.8,203911.0,51.7,178.0,157368.0,198369.0,1554.0,,,,,,444173.0,12.0,438427.0,13.2,427430.0,14.2,225520.0,35.5
2023-02-01,5,AK,2100055,86200,786720,1222135,5000.0,0,287071,308621.0,344906,380747,2292940,1314171,1305157.0,1251809,1166282,283928,46296,503372,762748,266.0,1489.0,179643,191804.0,205593,211451,310006,1330237,533555,72.9,528607.0,77.7,503493,82.7,465944,84.5,90657,95.0,476024,65.1,473357.0,69.6,451754,74.2,417589,75.7,81788,89.3,42421,167466,264954,86.0,391.0,42419.0,165847.0,264614.0,391.0,42417,165605,243268,379.0,42248,165138,209767,357.0,3732,44703,33251,87.0,234720.0,49.3,234686.0,49.6,229655.0,50.8,217376.0,52.1,126191.0,67.8,64026.0,78.3,98499.0,132883.0,3149.0,166.0,,67264.0,53.3,39237.0,61.3,63.0,40110.0,51417.0,44.0,,,,,,94870.0,13.9,92393.0,15.2,88370.0,16.0,36839.0,40.2
2023-02-01,5,LA,10089520,330100,4076780,5674240,8400.0,0,217035,232086.0,257168,283321,1361570,6912503,6897448.0,6750324,6399454,2071297,202011,2808528,3897446,659.0,3859.0,148695,158660.0,172057,179701,279519,6893198,2917165,62.8,2909431.0,66.9,2827867,72.1,2650516,74.4,686589,92.7,2556144,55.0,2552751.0,58.7,2492788,63.5,2345909,65.9,646703,87.3,183470,982842,1386460,217.0,1547.0,183448.0,981193.0,1386352.0,1542.0,183432,980942,1326699,1499.0,183224,980221,1180827,1431.0,22538,307969,315941,232.0,1102422.0,43.1,1102319.0,43.2,1096430.0,44.0,1069907.0,45.6,763575.0,59.2,448682.0,69.4,484280.0,603784.0,13997.0,304.0,,308457.0,40.4,209711.0,46.7,177.0,154238.0,206269.0,63.0,,,,,,322609.0,7.4,319948.0,8.2,314715.0,8.8,168019.0,22.7
2023-02-01,5,MO,15258265,439800,5705360,9097005,16100.0,0,248610,264471.0,291427,320092,1436700,10417696,10353291.0,10048889,9506061,3241079,254061,3753661,6406382,917.0,2675.0,169740,179453.0,191930,199420,305176,10399791,4251715,69.3,4221030.0,73.2,4068507,77.7,3814683,80.0,1055288,95.0,3620874,59.0,3604528.0,62.5,3483474,66.5,3267100,68.5,941114,88.6,241271,1225419,2144250,376.0,1388.0,241255.0,1218608.0,2142907.0,1382.0,241237,1218023,2022542,1297.0,240978,1217112,1807664,986.0,40391,427388,473065,228.0,1717031.0,47.4,1716287.0,47.6,1688845.0,48.5,1627357.0,49.8,1120858.0,61.8,670105.0,71.2,679227.0,1019206.0,18264.0,283.0,,583672.0,52.1,397389.0,59.3,233.0,288905.0,432484.0,45.0,,,,,,847647.0,14.7,831988.0,15.9,808897.0,17.0,410417.0,38.6
2023-02-01,5,UT,8205670,257300,2613360,5327910,7100.0,0,255951,277391.0,316545,360725,2242770,6090924,6040885.0,5745490,5239312,1280783,188074,2052683,3847434,905.0,1828.0,189988,204211.0,221640,230322,350063,6056791,2410110,75.2,2384316.0,80.6,2242966,86.5,2019866,88.8,387399,95.0,2135892,66.6,2126312.0,71.9,2011123,77.6,1812341,79.7,353401,95.0,172958,687579,1270616,193.0,445.0,172923.0,682989.0,1269772.0,435.0,172910,682473,1155174,374.0,172733,681845,957330,278.0,17083,151275,184965,65.0,1064323.0,49.8,1063908.0,50.0,1037578.0,51.6,975210.0,53.8,518354.0,69.9,277585.0,78.5,382814.0,668269.0,13020.0,171.0,,273407.0,52.7,168297.0,60.6,357.0,122448.0,278097.0,101.0,,,,,,430803.0,14.6,416688.0,16.1,394288.0,17.3,156469.0,42.8
2023-02-01,5,IA,9059255,292700,3394920,5354735,16900.0,0,287133,306114.0,338502,373081,1638340,6073612,6035042.0,5842310,5517403,1991509,180841,2351621,3538168,649.0,2333.0,192503,203926.0,218300,227219,360158,6086223,2227610,70.6,2209127.0,74.6,2121310,79.3,1980598,81.6,563496,95.0,2029318,64.3,2019455.0,68.2,1941379,72.5,1814444,74.7,532078,95.0,165098,739782,1118664,184.0,1017.0,165096.0,735365.0,1117799.0,1011.0,165091,734838,1040339,927.0,164989,734338,914118,819.0,14705,278210,238902,232.0,1164693.0,57.4,1164383.0,57.7,1142718.0,58.9,1097229.0,60.5,743266.0,73.8,438251.0,82.4,503194.0,646728.0,14378.0,358.0,,450332.0,60.6,303391.0,69.2,107.0,218090.0,344056.0,220.0,,,,,,592233.0,20.0,581275.0,21.7,562711.0,23.2,293411.0,53.1
2023-02-01,5,IN,18323790,631400,6203800,11480190,8400.0,0,272181,290214.0,321186,354820,1687670,11079313,11034635.0,10697073,10093694,3396112,317444,3968366,6753853,550.0,39100.0,164571,174768.0,187502,195453,312792,11092672,4330161,64.3,4304196.0,68.2,4137875,72.5,3865726,74.9,1044494,95.0,3883521,57.7,3874438.0,61.4,3741982,65.6,3502606,67.8,974323,89.7,291051,1303407,2275137,179.0,9810.0,291030.0,1298420.0,2275013.0,9796.0,291007,1297826,2143276,9694.0,290696,1297116,1905136,9489.0,31631,475931,462475,4250.0,1974541.0,50.8,1974276.0,51.0,1947613.0,52.0,1873293.0,53.5,1261137.0,65.6,731389.0,75.1,748090.0,1200442.0,23118.0,2844.0,,576016.0,45.7,390974.0,53.5,481.0,259475.0,441231.0,1535.0,,,,,,672476.0,10.7,661394.0,11.6,641677.0,12.4,332921.0,30.7
2023-02-01,5,SD,2613795,93600,971000,1545695,3500.0,0,295458,317404.0,354124,391546,1721060,1672091,1662199.0,1599624,1501527,525147,42506,632712,996614,75.0,184.0,189010,201848.0,216722,224928,345785,1699833,741248,83.8,735661.0,89.3,703931,95.0,655666,95.0,196268,95.0,585683,66.2,584289.0,71.0,559437,75.8,522172,78.2,159176,95.0,40121,210791,333811,33.0,127.0,40117.0,210231.0,333819.0,89.0,40115,210047,309155,87.0,40085,209857,272117,80.0,5099,76961,77081,29.0,273113.0,46.6,273093.0,46.7,268199.0,47.9,257308.0,49.3,178053.0,60.6,108049.0,67.9,116495.0,153466.0,3112.0,36.0,,86027.0,48.3,59792.0,55.3,27.0,40009.0,62459.0,17.0,,,,,,142617.0,17.3,139760.0,18.9,135203.0,20.3,71161.0,46.9
2023-02-01,5,NC,29468990,956500,10858180,17616210,38100.0,0,280976,298320.0,327961,359932,1682890,19361448,19247480.0,18603505,17511587,5588396,523554,7214390,11620475,1611.0,1418.0,184604,194846.0,207039,213885,319137,19293972,9658812,92.1,9600233.0,95.0,9256595,95.0,8683913,95.0,2471463,95.0,7033372,67.1,7005690.0,70.9,6759765,75.2,6338240,77.4,1831577,95.0,492537,2455327,4073425,588.0,526.0,492520.0,2443171.0,4068891.0,520.0,492508,2441074,3825099,496.0,490983,2436803,3409403,470.0,56006,863125,912289,95.0,2236778.0,31.8,2235664.0,31.9,2197260.0,32.5,2112189.0,33.3,1454919.0,41.3,847375.0,46.3,921286.0,1285241.0,29933.0,216.0,,491587.0,33.8,315636.0,37.2,195.0,267269.0,333798.0,53.0,,,,,,1480189.0,15.0,1449909.0,16.1,1401637.0,17.1,667679.0,38.1
2023-02-01,5,NH,4958490,188800,1587640,3177650,4400.0,0,364672,382573.0,413701,448952,1953210,2946578,2931599.0,2851429,2691265,901096,90031,1071473,1784386,298.0,390.0,216706,226188.0,237903,243673,354952,2956087,1197519,88.1,1189545.0,91.8,1147706,95.0,1078576,95.0,303324,95.0,977116,71.9,973078.0,75.1,942311,78.6,887567,80.4,256334,95.0,80340,358626,536037,83.0,183.0,80330.0,356626.0,535856.0,183.0,80328,356263,505471,166.0,80295,356018,451032,143.0,15812,107075,133374,64.0,536460.0,54.9,536321.0,55.1,529892.0,56.2,508176.0,57.3,345154.0,66.6,189403.0,73.9,208680.0,319626.0,8052.0,86.0,,183092.0,53.0,117633.0,62.1,85.0,71128.0,154399.0,48.0,,,,,,300820.0,23.2,295578.0,24.7,286145.0,25.9,138879.0,54.7
2023-02-01,5,GA,27973415,865500,10553700,16518115,36100.0,0,263467,280833.0,311227,344774,1844050,16958000,16888255.0,16398894,15404194,4358382,348233,6536374,10016805,2030.0,54558.0,159719,169546.0,182451,189858,287311,17126814,7256034,68.3,7219991.0,72.5,6973127,77.6,6484255,79.9,1490513,95.0,6077271,57.2,6062270.0,60.9,5874287,65.4,5476581,67.5,1312849,86.5,328604,2220608,3503321,701.0,16718.0,328496.0,2214344.0,3502100.0,16639.0,328452,2213485,3315963,15699.0,328052,2211599,2922668,13592.0,35808,712233,561073,3637.0,2673253.0,44.0,2672547.0,44.1,2638446.0,44.9,2542140.0,46.4,1652794.0,58.6,885290.0,67.4,1145141.0,1497597.0,26613.0,3776.0,,719278.0,43.5,443616.0,50.1,472.0,395312.0,515140.0,1038.0,,,,,,1025073.0,10.3,1006382.0,11.2,974385.0,12.0,438302.0,28.9
2023-02-01,5,NY,59743905,1959700,20725480,37028825,29900.0,0,307110,325996.0,356186,387312,1812540,44783348,44541398.0,43019783,40437310,10893819,1458878,16135581,27143065,3533.0,42291.0,230206,243043.0,256479,262150,330502,44789929,18355097,94.4,18233684.0,95.0,17493241,95.0,16326366,95.0,3621618,95.0,15703878,80.7,15637155.0,85.3,14998826,89.4,13975596,90.6,3188803,95.0,1273409,5232718,9160422,895.0,12955.0,1273291.0,5193144.0,9157206.0,12629.0,1273165,5189465,8524216,11105.0,1272033,5185227,7508144,9383.0,188516,1491317,1506067,2784.0,7674469.0,48.9,7672496.0,49.1,7553928.0,50.4,7227309.0,51.7,4324765.0,63.4,2272443.0,71.3,3140413.0,4411545.0,120077.0,2090.0,,2015465.0,46.6,1262366.0,55.6,2011.0,1117907.0,1563588.0,399.0,,,,,,3195888.0,17.4,3134560.0,18.7,3041713.0,19.7,1313823.0,39.9
2023-02-01,5,CA,117816105,3781000,42016680,71880125,138300.0,0,298176,317320.0,350161,384799,2018050,87507137,86866908.0,83360031,77491258,20012669,2313699,32745191,52425773,9637.0,12837.0,221469,233963.0,247754,253094,342793,88012656,33445088,84.6,33122812.0,89.2,31497142,93.6,28970544,94.6,6037870,95.0,29477685,74.6,29284215.0,78.9,27879087,82.9,25608256,83.6,5427131,93.0,2087313,10093660,17230074,2983.0,4616.0,2086784.0,9994324.0,17195526.0,4600.0,2086544,9979491,15805603,4508.0,2078986,9950828,13571453,4197.0,201622,2729383,2494358,1267.0,17297109.0,58.7,17285733.0,59.0,16903051.0,60.6,16000003.0,62.5,8744924.0,73.8,4417117.0,81.4,7102096.0,9955342.0,237575.0,1033.0,,4948390.0,56.6,2848955.0,64.5,2629.0,3080918.0,4067615.0,187.0,,,,,,7473138.0,20.1,7280181.0,21.6,6988597.0,22.8,2649435.0,45.4
2023-02-01,5,WV,5369305,171800,2160220,3029085,8200.0,0,299602,316005.0,344664,374800,1462980,3081792,3074763.0,3016999,2881422,1078195,68558,1328750,1681911,240.0,2333.0,171961,180962.0,193666,201135,293777,3091036,1208849,67.5,1205022.0,70.9,1174844,75.4,1111414,77.6,353280,95.0,1069210,59.7,1067107.0,62.8,1043030,67.0,987231,68.9,321515,87.6,62226,438579,567072,92.0,629.0,62209.0,437275.0,566904.0,627.0,62207,437129,542997,605.0,62144,436681,487755,565.0,9712,165476,146086,228.0,529116.0,49.5,529053.0,49.6,525273.0,50.4,511512.0,51.8,371526.0,62.6,227533.0,70.8,243968.0,279734.0,5242.0,161.0,,170410.0,45.9,118614.0,52.1,79.0,90121.0,109294.0,49.0,,,,,,197769.0,11.6,196115.0,12.6,192687.0,13.5,109595.0,29.9
2023-02-01,5,RI,3431815,90600,1324300,2012915,4000.0,0,323951,341529.0,370011,401445,1834740,2639426,2623163.0,2534318,2383911,724535,67052,1021678,1547512,432.0,2752.0,249153,261053.0,273244,278864,387357,2842921,1121579,95.0,1113425.0,95.0,1061343,95.0,989674,95.0,234608,95.0,928263,87.6,923341.0,91.9,878644,94.7,816497,95.0,200285,95.0,61555,310657,553648,119.0,719.0,61554.0,307925.0,553040.0,703.0,61554,307698,508601,672.0,61524,307403,446828,630.0,6861,89301,103933,179.0,539935.0,58.2,539440.0,58.4,530133.0,60.3,505004.0,61.9,307260.0,73.3,162226.0,81.0,221538.0,312846.0,5345.0,187.0,,169365.0,55.1,104744.0,64.6,174.0,98914.0,122946.0,95.0,,,,,,254887.0,25.4,249898.0,26.9,241962.0,28.3,105801.0,56.6
2023-02-01,5,ND,1850760,53600,651420,1143440,2300.0,0,242862,261421.0,290431,318060,1544300,1300514,1290248.0,1243114,1175655,383970,40021,459800,800172,188.0,333.0,170657,182248.0,195076,202040,320389,1270406,528039,69.3,522933.0,73.9,501867,78.8,472132,81.1,127330,95.0,446636,58.6,444943.0,62.8,428181,67.2,402903,69.2,109800,91.6,36908,151056,257558,71.0,79.0,36901.0,150879.0,257015.0,77.0,36900,150817,240318,75.0,36745,150576,215441,70.0,4402,50801,54580,8.0,216943.0,48.6,216927.0,48.8,212555.0,49.6,204216.0,50.7,134882.0,64.4,81367.0,74.1,85499.0,128860.0,2542.0,34.0,,68478.0,50.8,47025.0,57.8,7.0,27455.0,59721.0,20.0,,,,,,111487.0,15.7,108883.0,17.1,105053.0,18.1,54466.0,45.4
2023-02-01,5,VT,2494090,74200,920320,1497370,2200.0,0,399701,419213.0,452689,489053,1994650,1737635,1718625.0,1644721,1544326,535066,54389,653160,1029023,145.0,918.0,278472,288871.0,298525,302819,427919,1708360,620250,95.0,611478.0,95.0,579850,95.0,541473,95.0,151121,95.0,534086,85.6,528718.0,88.9,500282,90.8,465946,91.4,133476,95.0,47988,189689,293880,41.0,310.0,47985.0,186748.0,293634.0,310.0,47974,186624,265333,310.0,47907,186534,231179,289.0,2691,64751,65865,157.0,354915.0,66.5,354560.0,67.1,344006.0,68.8,323703.0,69.5,206396.0,78.9,113858.0,85.3,144047.0,206183.0,4624.0,47.0,,129955.0,63.0,81561.0,71.6,68.0,61304.0,114855.0,4.0,,,,,,197785.0,33.2,191904.0,34.8,183510.0,36.0,80809.0,64.6
2023-02-01,5,WI,15990835,456700,5859700,9655335,19100.0,0,274642,291169.0,319830,350997,1571980,12307066,12221301.0,11812925,11155084,3905148,338596,4638589,7324001,1328.0,4552.0,211373,222532.0,236268,244853,383895,12310735,4370978,75.1,4328829.0,78.8,4145751,82.9,3870999,85.0,1079539,95.0,3967243,68.1,3944312.0,71.8,3780359,75.6,3531007,77.5,1007489,95.0,303542,1386398,2265455,525.0,1637.0,303526.0,1374376.0,2264270.0,1615.0,303510,1373418,2101366,1540.0,303299,1372703,1853098,1400.0,30962,479748,496271,441.0,2408132.0,60.7,2407107.0,61.0,2357000.0,62.3,2255807.0,63.9,1479792.0,75.3,844572.0,83.8,959434.0,1420401.0,27817.0,395.0,,918368.0,62.1,598756.0,70.9,255.0,462633.0,725466.0,122.0,,,,,,1231125.0,22.4,1204581.0,24.1,1163715.0,25.5,565951.0,55.6
2023-02-01,5,DC,2666975,72800,919880,1671495,2800.0,0,377893,403854.0,437385,461749,3053450,2087911,2059616.0,1978798,1887348,390917,43248,751492,1287679,193.0,5299.0,295843,311883.0,324524,326768,447565,1971845,827951,95.0,812694.0,95.0,770963,95.0,728782,95.0,114706,95.0,636953,90.3,628153.0,95.0,596611,95.0,564426,95.0,95091,95.0,44740,214555,373413,81.0,1381.0,44733.0,208656.0,373329.0,1355.0,44699,208315,342425,1092.0,44666,208024,310843,819.0,3153,49391,42326,215.0,322569.0,50.6,322334.0,51.3,311593.0,52.2,298276.0,52.8,142125.0,66.8,72341.0,76.1,128295.0,191707.0,2084.0,464.0,,77358.0,54.4,43434.0,60.0,92.0,57744.0,81888.0,348.0,,,,,,208841.0,31.6,202041.0,33.1,195250.0,33.8,46296.0,53.0
