DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
2021-01-25,12.034,0.05,0.175,45.6,52.2,38.4
2021-01-26,10.424000000000001,0.202,1.325,45.4,49.8,38.6
2021-01-27,10.690000000000001,0.184,0.0,42.4,46.8,33.6
2021-01-28,11.629999999999999,0.178,0.0,36.2,44.0,26.6
2021-01-29,11.096,0.136,0.0,36.0,46.0,28.4
2021-01-30,12.706,0.094,1.125,40.8,50.6,34.8
2021-01-31,11.542,0.13799999999999998,1.75,41.4,46.8,35.8
2021-02-01,14.091999999999999,0.264,2.975,40.8,48.2,34.8
2021-02-02,12.302000000000001,0.006,0.0,40.8,48.6,35.4
2021-02-03,10.738,0.0,0.0,40.8,51.4,32.6
2021-02-04,11.23,0.062,0.575,44.8,52.2,34.6
2021-02-05,9.842,0.032,0.025,41.4,47.6,32.6
2021-02-06,9.708,0.154,0.175,38.6,46.0,29.6
2021-02-07,8.724,0.10600000000000001,1.725,34.8,42.6,27.4
2021-02-08,8.187999999999999,0.018,0.975,35.8,46.0,28.4
2021-02-09,8.008,0.002,0.025,36.4,43.4,30.8
2021-02-10,7.562,0.006,0.125,36.2,41.8,31.0
2021-02-11,8.860000000000001,0.148,0.65,36.0,41.4,30.6
2021-02-12,10.378,0.01,0.025,35.0,39.2,28.2
2021-02-13,11.23,0.124,0.8,31.6,36.4,26.8
2021-02-14,12.436,0.034,1.15,31.2,36.2,26.2
2021-02-15,12.123999999999999,0.21000000000000002,1.525,29.6,35.0,25.6
2021-02-16,11.41,0.154,0.2,30.6,39.0,23.0
2021-02-17,8.902,0.034,0.25,31.6,41.8,23.4
2021-02-18,9.708,0.292,1.4749999999999999,35.4,39.6,30.0
2021-02-19,9.17,0.012,0.175,34.0,41.6,26.4
2021-02-20,10.068000000000001,0.0,0.0,36.2,48.0,25.8
2021-02-21,10.336,0.064,0.3,42.6,55.8,32.2
2021-02-22,9.976,0.124,0.1,46.6,59.0,36.6
2021-02-23,10.559999999999999,0.0,0.0,50.4,63.6,40.6
2021-02-24,10.156,0.0,0.0,52.8,61.8,41.4
2021-02-25,9.396,0.13799999999999998,0.0,50.0,58.0,41.2
2021-02-26,7.606,0.242,0.0,47.6,55.0,39.8
2021-02-27,8.726,0.088,0.0,49.8,63.4,43.2
2021-02-28,9.437999999999999,0.06999999999999999,0.0,55.2,64.8,45.0
2021-03-01,10.826,0.088,0.0,50.6,57.4,40.0
2021-03-02,10.38,0.022,0.0,43.6,52.8,34.4
2021-03-03,9.040000000000001,0.066,0.0,47.0,61.0,36.4
2021-03-04,12.482000000000001,0.0,0.0,49.0,57.8,37.6
2021-03-05,11.456,0.0,0.0,47.6,59.4,37.6
2021-03-06,8.414,0.0,0.0,46.2,53.8,36.6
2021-03-07,8.5,0.0,0.0,45.2,56.6,37.0
2021-03-08,8.77,0.0,0.0,50.2,62.0,40.0
2021-03-09,11.498000000000001,0.0,0.0,54.6,67.4,43.6
2021-03-10,12.662,0.13999999999999999,0.0,57.0,65.4,49.0
2021-03-11,10.602,0.06999999999999999,0.0,57.2,65.6,49.8
2021-03-12,10.068,0.0,0.0,57.6,67.8,48.6
2021-03-13,10.559999999999999,0.0,0.0,55.8,66.0,46.2
2021-03-14,12.886000000000001,0.014000000000000002,0.0,56.0,64.0,45.4
2021-03-15,14.629999999999999,0.10600000000000001,0.45,49.6,57.2,41.6
2021-03-16,8.592,0.046,0.0,48.0,55.6,41.6
2021-03-17,10.514,0.29600000000000004,0.0,49.0,55.2,41.4
2021-03-18,15.526,0.262,0.0,50.0,56.8,43.8
2021-03-19,12.528,0.018,0.0,47.2,55.6,39.8
2021-03-20,8.858,0.0,0.0,48.8,60.0,39.0
2021-03-21,10.11,0.0,0.0,52.2,64.8,41.6
2021-03-22,9.798,0.22599999999999998,0.0,55.4,64.8,46.8
2021-03-23,9.754,0.048,0.0,56.6,66.8,49.2
2021-03-24,11.634,0.174,0.0,59.4,67.8,51.0
2021-03-25,10.648,0.25599999999999995,0.0,57.0,64.0,50.0
2021-03-26,10.11,0.134,0.0,57.0,68.4,49.2
2021-03-27,9.888,0.0,0.0,60.6,73.4,51.6
2021-03-28,12.258,0.17,0.0,59.0,66.8,47.8
2021-03-29,12.081999999999999,0.0,0.0,55.0,67.2,43.2
2021-03-30,12.036,0.016,0.0,58.2,69.0,47.8
2021-03-31,12.482,0.33799999999999997,0.0,57.2,65.4,45.6
2021-04-01,12.482000000000001,0.006,0.0,51.0,61.0,40.2
2021-04-02,10.246,0.0,0.0,47.4,57.8,37.0
2021-04-03,9.35,0.0,0.0,51.4,64.2,43.2
2021-04-04,7.1579999999999995,0.0,0.0,57.6,69.6,46.6
2021-04-05,11.454,0.0,0.0,62.2,73.4,52.8
2021-04-06,11.32,0.0,0.0,65.0,75.8,54.6
2021-04-07,9.172,0.0,0.0,65.8,75.6,55.4
2021-04-08,7.872,0.072,0.0,62.4,72.4,52.0
2021-04-09,9.440000000000001,0.0,0.0,61.2,68.6,54.6
2021-04-10,8.142,0.154,0.0,59.4,65.4,52.4
2021-04-11,8.142,0.09,0.0,59.0,69.2,50.6
2021-04-12,10.198,0.098,0.0,60.4,69.8,52.8
2021-04-13,9.304,0.074,0.0,59.6,69.2,51.2
2021-04-14,9.797999999999998,0.006,0.0,58.4,66.2,49.6
2021-04-15,9.575999999999999,0.27599999999999997,0.0,55.6,61.6,48.6
2021-04-16,8.592,0.186,0.0,53.6,60.6,46.6
2021-04-17,8.724,0.002,0.0,53.4,62.6,46.6
2021-04-18,8.278,0.0,0.0,57.4,70.6,47.2
2021-04-19,8.724,0.0,0.0,58.2,67.6,46.6
2021-04-20,9.303999999999998,0.0,0.0,56.0,63.2,45.6
2021-04-21,11.988,0.014000000000000002,0.0,52.0,59.4,41.8
2021-04-22,11.32,0.0,0.0,50.0,60.4,43.4
2021-04-23,10.288,0.176,0.0,56.0,66.0,48.2
2021-04-24,8.946000000000002,0.636,0.0,59.2,69.2,50.6
2021-04-25,11.766,0.1,0.0,57.0,65.8,49.4
2021-04-26,14.854000000000003,0.0,0.0,60.2,73.0,50.2
2021-04-27,10.604000000000001,0.0,0.0,65.2,72.8,55.2
2021-04-28,7.876,0.046,0.0,64.0,72.4,57.0
2021-04-29,9.262,0.326,0.0,64.0,72.8,57.6
2021-04-30,12.930000000000001,0.064,0.0,63.8,69.6,53.2
2021-05-01,11.228,0.004,0.0,61.0,73.8,51.6
2021-05-02,10.382,0.008,0.0,67.2,78.6,60.0
2021-05-03,9.216,0.45599999999999996,0.0,67.8,75.4,61.2
2021-05-04,9.262,0.48200000000000004,0.0,63.4,70.6,54.6
2021-05-05,8.052,0.062,0.0,59.8,68.6,52.2
2021-05-06,9.038,0.012,0.0,59.8,69.0,52.0
2021-05-07,10.065999999999999,0.0,0.0,59.8,68.8,50.8
2021-05-08,9.664,0.028000000000000004,0.0,59.2,68.8,51.6
2021-05-09,11.408,0.10999999999999999,0.0,61.8,71.0,52.6
2021-05-10,9.440000000000001,0.256,0.0,58.6,63.6,53.2
2021-05-11,9.484,0.162,0.0,58.4,66.0,53.2
2021-05-12,9.89,0.122,0.0,58.0,65.4,49.6
2021-05-13,7.428,0.0,0.0,59.0,69.6,51.2
2021-05-14,7.694,0.0,0.0,62.6,72.6,53.6
2021-05-15,8.187999999999999,0.002,0.0,63.8,73.0,55.4
2021-05-16,7.516,0.296,0.0,64.6,72.2,57.4
2021-05-17,8.547999999999998,0.122,0.0,65.6,73.8,57.6
2021-05-18,9.216,0.136,0.0,66.0,74.8,59.4
2021-05-19,9.260000000000002,0.008,0.0,69.4,78.6,61.8
2021-05-20,8.636,0.004,0.0,68.8,77.0,61.2
2021-05-21,9.93,0.0,0.0,69.4,80.2,61.0
2021-05-22,8.278,0.086,0.0,71.6,81.8,62.6
2021-05-23,9.129999999999999,0.008,0.0,73.0,81.2,62.2
2021-05-24,8.142,0.12,0.0,69.4,79.6,60.8
2021-05-25,9.664,0.10200000000000001,0.0,72.4,80.4,64.4
2021-05-26,9.796000000000001,0.162,0.0,72.8,82.0,63.6
2021-05-27,12.482000000000001,0.032,0.0,70.8,78.2,62.8
2021-05-28,11.32,0.366,0.0,65.0,70.0,56.6
2021-05-29,11.858,0.172,0.0,61.0,67.8,55.0
2021-05-30,8.634,0.188,0.0,60.4,68.2,53.2
2021-05-31,7.83,0.33999999999999997,0.0,63.6,72.6,57.6
2021-06-01,7.4719999999999995,0.01,0.0,65.2,74.6,57.0
2021-06-02,6.709999999999999,0.0,0.0,66.6,75.0,58.4
2021-06-03,6.396,0.046,0.0,68.8,78.8,61.4
2021-06-04,7.112,0.08,0.0,71.6,80.2,65.2
2021-06-05,8.364,0.24,0.0,74.0,84.4,66.2
2021-06-06,8.633999999999999,0.016,0.0,75.2,84.0,67.8
2021-06-07,7.516,0.17400000000000002,0.0,73.0,79.6,67.0
2021-06-08,7.426,0.198,0.0,73.6,84.4,67.8
2021-06-09,8.724,0.024,0.0,75.8,85.8,69.2
2021-06-10,9.797999999999998,0.02,0.0,75.0,83.8,66.2
2021-06-11,8.232,0.096,0.0,74.2,82.8,67.6
2021-06-12,7.382,0.3,0.0,74.6,83.4,65.8
2021-06-13,7.206,0.0,0.0,74.8,83.8,66.0
2021-06-14,8.546000000000001,0.013999999999999999,0.0,75.6,83.8,68.6
2021-06-15,8.319999999999999,0.014000000000000002,0.0,76.0,85.2,67.0
2021-06-16,7.784000000000001,0.0,0.0,74.2,84.0,64.6
2021-06-17,7.114,0.008,0.0,74.6,85.4,63.4
2021-06-18,8.59,0.041999999999999996,0.0,76.6,85.0,66.6
2021-06-19,9.262,0.476,0.0,75.6,84.0,66.2
2021-06-20,9.574,0.44800000000000006,0.0,73.6,82.8,66.6
2021-06-21,12.078,0.172,0.0,74.2,80.4,65.2
2021-06-22,9.398,0.11200000000000002,0.0,69.4,78.2,61.2
2021-06-23,10.828,0.004,0.0,70.8,81.0,63.4
2021-06-24,10.916,0.092,0.0,73.2,79.6,66.6
2021-06-25,10.022,0.262,0.0,73.2,80.2,67.8
2021-06-26,11.184000000000001,0.16,0.0,74.8,82.6,68.6
2021-06-27,10.244,0.0,0.0,76.2,83.6,69.6
2021-06-28,7.608,0.16,0.0,75.2,83.8,69.4
2021-06-29,8.678,0.13799999999999998,0.0,76.4,84.8,71.0
2021-06-30,7.159999999999999,0.06799999999999999,0.0,77.0,85.4,70.4
2021-07-01,8.588,0.11000000000000001,0.0,75.8,84.0,67.8
2021-07-02,7.202,0.262,0.0,72.0,77.6,66.4
2021-07-03,8.546,0.22000000000000003,0.0,71.2,78.6,65.0
2021-07-04,6.712000000000001,0.0,0.0,73.8,82.6,66.0
2021-07-05,9.036,0.0,0.0,76.2,84.0,68.2
2021-07-06,8.814,0.166,0.0,77.4,85.8,70.8
2021-07-07,7.114,0.034,0.0,76.6,85.8,69.0
2021-07-08,7.4719999999999995,0.06999999999999999,0.0,74.8,80.4,69.0
2021-07-09,10.065999999999999,0.242,0.0,74.2,82.6,68.4
2021-07-10,8.946000000000002,0.202,0.0,75.0,83.0,69.0
2021-07-11,9.303999999999998,0.11599999999999999,0.0,73.8,81.0,68.4
2021-07-12,7.651999999999999,0.098,0.0,74.8,81.8,69.4
2021-07-13,7.56,0.002,0.0,73.4,81.6,68.6
2021-07-14,8.144,0.032,0.0,76.2,85.2,69.4
2021-07-15,9.218,0.22400000000000003,0.0,77.2,85.0,69.8
2021-07-16,9.53,0.048,0.0,76.6,83.6,70.8
2021-07-17,9.394,0.05600000000000001,0.0,76.6,84.0,69.8
2021-07-18,8.096,0.122,0.0,76.6,85.2,70.6
2021-07-19,6.578,0.31999999999999995,0.0,75.4,82.4,69.2
2021-07-20,7.8740000000000006,0.062,0.0,75.6,84.2,69.6
2021-07-21,6.890000000000001,0.178,0.0,75.0,83.6,68.2
2021-07-22,6.9799999999999995,0.0,0.0,76.0,86.2,68.2
2021-07-23,7.784000000000001,0.082,0.0,78.4,87.2,71.0
2021-07-24,8.008,0.024,0.0,78.4,87.2,71.2
2021-07-25,8.367999999999999,0.092,0.0,78.4,86.6,71.4
2021-07-26,6.176,0.122,0.0,80.0,90.2,71.6
2021-07-27,7.604000000000001,0.04,0.0,79.4,87.6,71.8
2021-07-28,7.742,0.06599999999999999,0.0,78.6,87.4,71.2
2021-07-29,9.262,0.09000000000000001,0.0,79.0,86.2,71.2
2021-07-30,10.290000000000001,0.0,0.0,76.8,84.2,69.0
2021-07-31,8.412,0.0,0.0,75.6,83.6,67.4
2021-08-01,9.262,0.072,0.0,75.8,83.4,67.6
2021-08-02,7.92,0.344,0.0,73.4,83.2,66.0
2021-08-03,6.04,0.286,0.0,73.8,82.6,66.6
2021-08-04,6.04,0.0,0.0,74.2,81.8,67.6
2021-08-05,8.187999999999999,0.0,0.0,74.8,84.0,68.0
2021-08-06,9.216,0.038,0.0,76.4,84.0,68.4
2021-08-07,8.636,0.0,0.0,76.6,86.0,69.6
2021-08-08,9.978,0.11800000000000002,0.0,77.2,84.8,69.8
2021-08-09,9.395999999999999,0.146,0.0,76.4,84.2,71.0
2021-08-10,9.44,0.21000000000000002,0.0,78.0,87.0,70.8
2021-08-11,10.336,0.018,0.0,77.8,86.8,71.8
2021-08-12,8.814,0.088,0.0,80.0,88.4,72.8
2021-08-13,6.846000000000001,0.0,0.0,79.8,88.4,72.8
2021-08-14,7.337999999999999,0.21000000000000002,0.0,78.4,86.2,69.4
2021-08-15,6.756,0.02,0.0,75.0,82.6,68.0
2021-08-16,6.622,0.15,0.0,75.4,83.4,68.8
2021-08-17,8.59,0.6,0.0,75.2,82.6,70.2
2021-08-18,7.114,0.27,0.0,75.8,83.8,70.6
2021-08-19,9.978,0.05,0.0,78.6,87.8,73.0
2021-08-20,8.814,0.0,0.0,79.0,87.0,72.2
2021-08-21,8.5,0.546,0.0,78.2,85.2,72.2
2021-08-22,9.708,0.576,0.0,77.0,83.4,72.2
2021-08-23,8.456,0.146,0.0,77.6,87.8,70.4
2021-08-24,7.606,0.382,0.0,80.8,90.0,71.8
2021-08-25,6.532000000000001,0.13,0.0,79.8,89.6,70.8
2021-08-26,6.444,0.0,0.0,79.2,89.0,72.0
2021-08-27,7.292,0.006,0.0,79.8,88.6,72.2
2021-08-28,8.722,0.178,0.0,77.6,84.8,70.4
2021-08-29,7.781999999999999,0.05600000000000001,0.0,75.8,83.0,70.4
2021-08-30,6.398,0.03,0.0,76.6,84.6,70.4
2021-08-31,8.23,0.068,0.0,76.8,84.0,70.6
2021-09-01,10.559999999999999,0.512,0.0,76.2,83.0,68.6
2021-09-02,9.620000000000001,0.041999999999999996,0.0,74.6,82.8,67.0
2021-09-03,8.096,0.002,0.0,73.0,80.2,66.2
2021-09-04,7.382,0.0,0.0,73.4,82.0,65.6
2021-09-05,8.187999999999999,0.018,0.0,73.8,82.8,65.4
2021-09-06,6.980000000000001,0.0,0.0,76.2,85.0,69.2
2021-09-07,7.382,0.034,0.0,75.0,85.4,66.8
2021-09-08,9.978,0.018,0.0,74.2,82.6,66.0
2021-09-09,7.425999999999999,0.074,0.0,72.6,82.8,64.4
2021-09-10,8.636,0.0,0.0,71.8,81.0,62.6
2021-09-11,7.514,0.0,0.0,73.6,83.6,64.0
2021-09-12,8.632,0.0,0.0,74.6,83.6,65.0
2021-09-13,7.246,0.036,0.0,74.8,84.0,66.8
2021-09-14,7.426,0.0,0.0,74.4,81.6,66.6
2021-09-15,7.92,0.088,0.0,72.2,80.0,65.6
2021-09-16,7.696000000000001,0.092,0.0,72.0,80.2,65.6
2021-09-17,7.1579999999999995,0.09,0.0,73.4,81.6,67.6
2021-09-18,7.832000000000001,0.014000000000000002,0.0,74.4,82.8,68.2
2021-09-19,6.756,0.192,0.0,74.2,82.8,66.6
2021-09-20,9.486,0.20400000000000001,0.0,74.2,82.2,67.0
2021-09-21,9.84,0.132,0.0,73.4,81.4,64.2
2021-09-22,11.052,0.10200000000000001,0.0,70.0,76.0,62.2
2021-09-23,10.154,0.132,0.0,67.4,75.4,57.0
2021-09-24,8.098,0.11400000000000002,0.0,66.2,77.2,56.2
2021-09-25,6.709999999999999,0.0,0.0,67.0,76.6,57.0
2021-09-26,9.128,0.0,0.0,69.0,79.2,60.0
2021-09-27,8.546,0.0,0.0,70.8,81.2,62.4
2021-09-28,7.92,0.018,0.0,70.6,79.4,63.2
2021-09-29,7.825999999999999,0.0,0.0,69.8,80.2,60.8
2021-09-30,6.3100000000000005,0.012,0.0,70.4,79.8,61.4
2021-10-01,6.04,0.1,0.0,69.8,81.2,60.8
2021-10-02,7.337999999999999,0.02,0.0,71.0,81.0,63.4
2021-10-03,6.220000000000001,0.13,0.0,71.8,81.4,63.0
2021-10-04,7.874,0.06999999999999999,0.0,70.6,79.0,63.6
2021-10-05,8.994,0.33599999999999997,0.0,68.4,73.6,63.4
2021-10-06,7.023999999999999,0.038,0.0,68.6,75.0,63.4
2021-10-07,5.95,0.198,0.0,69.8,77.8,64.0
2021-10-08,8.01,0.004,0.0,70.8,79.4,64.0
2021-10-09,9.617999999999999,0.002,0.0,70.2,79.4,62.6
2021-10-10,11.047999999999998,0.178,0.0,71.0,79.6,62.8
2021-10-11,9.484,0.15,0.0,69.0,76.8,60.8
2021-10-12,8.096,0.002,0.0,67.0,74.2,59.6
2021-10-13,7.202,0.24,0.0,67.6,76.4,58.4
2021-10-14,5.728,0.034,0.0,68.6,78.0,60.6
2021-10-15,7.516,0.004,0.0,68.4,77.8,58.0
2021-10-16,10.782,0.032,0.0,65.2,73.6,53.0
2021-10-17,8.768,0.0,0.0,59.4,69.0,49.0
2021-10-18,8.41,0.0,0.0,59.2,70.2,50.0
2021-10-19,8.902,0.0,0.0,61.2,72.6,52.4
2021-10-20,7.917999999999999,0.0,0.0,65.0,75.8,57.0
2021-10-21,8.366,0.004,0.0,64.8,74.0,55.4
2021-10-22,7.7379999999999995,0.036,0.0,62.2,70.4,54.4
2021-10-23,7.964,0.030000000000000006,0.0,60.6,69.4,53.2
2021-10-24,9.216000000000001,0.372,0.0,60.4,69.2,52.8
2021-10-25,10.696000000000002,0.23399999999999999,0.0,63.8,71.6,56.8
2021-10-26,11.498000000000001,0.648,0.0,61.6,69.0,53.4
2021-10-27,10.065999999999999,0.18,0.0,59.4,69.6,50.2
2021-10-28,11.364,0.13599999999999998,0.0,59.6,67.0,53.8
2021-10-29,14.094,0.192,0.0,59.0,64.6,52.4
2021-10-30,8.722,0.022,0.0,57.4,65.4,51.2
2021-10-31,9.35,0.022,0.0,58.2,65.6,50.2
2021-11-01,7.962000000000001,0.0,0.0,56.0,65.2,47.4
2021-11-02,8.142,0.08,0.0,53.6,59.8,45.8
2021-11-03,8.184000000000001,0.16799999999999998,0.0,49.0,55.2,43.2
2021-11-04,6.442,0.018,0.0,48.4,54.6,43.0
2021-11-05,7.382,0.0,0.0,49.0,57.4,42.2
2021-11-06,7.382,0.0,0.0,50.6,60.4,42.8
2021-11-07,7.470000000000001,0.0,0.0,52.6,64.8,43.6
2021-11-08,7.382000000000001,0.0,0.0,57.4,69.2,48.0
2021-11-09,6.9799999999999995,0.0,0.0,59.2,69.4,48.8
2021-11-10,8.096,0.254,0.0,59.4,69.6,49.8
2021-11-11,8.858,0.22799999999999998,0.0,59.2,68.8,47.4
2021-11-12,10.02,0.052000000000000005,0.0,58.6,67.4,47.8
2021-11-13,9.26,0.034,0.0,53.8,62.8,42.6
2021-11-14,9.528,0.006,0.0,50.2,60.2,42.2
2021-11-15,7.828,0.002,0.0,50.8,61.0,42.8
2021-11-16,10.336,0.0,0.0,53.2,64.4,46.0
2021-11-17,9.751999999999999,0.026000000000000002,0.0,58.4,68.2,46.4
2021-11-18,11.004000000000001,0.012,0.0,54.2,61.0,44.6
2021-11-19,9.485999999999999,0.012,0.0,48.0,56.0,40.0
2021-11-20,8.858,0.0,0.0,48.8,58.0,41.6
2021-11-21,8.544,0.0,0.0,54.6,66.6,43.8
2021-11-22,10.065999999999999,0.07999999999999999,0.0,53.2,60.8,39.6
2021-11-23,10.872,0.0,0.0,47.0,56.6,37.8
2021-11-24,9.976,0.008,0.0,49.2,61.2,41.4
2021-11-25,9.437999999999999,0.032,0.0,52.2,62.2,37.0
2021-11-26,9.664,0.028000000000000004,0.0,46.2,53.8,35.8
2021-11-27,9.574,0.122,0.0,45.8,56.6,38.4
2021-11-28,7.114,0.0,0.0,47.2,55.4,39.2
2021-11-29,9.126000000000001,0.0,0.0,47.0,57.6,37.6
2021-11-30,7.066,0.0,0.0,48.6,60.2,39.4
2021-12-01,7.114,0.0,0.0,51.8,61.8,44.2
2021-12-02,8.367999999999999,0.006,0.0,55.4,66.4,47.4
2021-12-03,9.260000000000002,0.0,0.0,55.6,62.4,47.2
2021-12-04,6.174,0.0,0.0,52.8,59.6,46.2
2021-12-05,7.07,0.052000000000000005,0.0,52.8,59.6,46.4
2021-12-06,13.02,0.182,0.0,52.4,58.4,38.6
2021-12-07,6.978,0.002,0.0,42.6,49.4,35.4
2021-12-08,6.622,0.144,0.0,44.6,51.2,38.8
2021-12-09,10.334,0.008,0.0,47.6,56.2,42.2
2021-12-10,8.32,0.254,0.0,52.6,62.8,46.4
2021-12-11,12.347999999999999,0.124,0.0,54.0,67.2,42.0
2021-12-12,10.428,0.0,0.0,47.0,57.2,37.4
2021-12-13,8.5,0.004,0.0,48.2,58.8,39.6
2021-12-14,9.440000000000001,0.264,0.0,51.4,62.8,41.8
2021-12-15,12.794,0.0,0.0,54.4,63.4,46.2
2021-12-16,10.288,0.022,0.0,56.4,65.4,47.0
2021-12-17,7.8740000000000006,0.0,0.0,54.0,62.2,48.0
2021-12-18,9.530000000000001,0.21600000000000003,0.0,52.6,59.4,43.4
2021-12-19,9.53,0.014000000000000002,0.0,45.2,51.8,35.0
2021-12-20,8.276,0.02,0.0,40.8,48.6,35.4
2021-12-21,7.516,0.034,0.0,42.6,51.6,36.2
2021-12-22,9.618,0.022,0.0,44.2,53.2,36.8
2021-12-23,10.336,0.296,0.0,46.2,55.8,39.0
2021-12-24,10.022,0.064,0.05,50.2,61.4,42.8
2021-12-25,8.5,0.08,0.0,55.0,63.2,45.4
2021-12-26,11.186,0.10800000000000001,0.0,53.8,61.6,45.6
2021-12-27,9.123999999999999,0.128,0.0,52.2,58.0,45.8
2021-12-28,8.142,0.092,0.375,53.2,59.0,46.6
2021-12-29,7.336,0.398,0.1,52.2,57.0,46.6
2021-12-30,6.442,1.2120000000000002,0.0,51.4,57.6,46.6
2021-12-31,6.709999999999999,0.004,0.0,53.0,59.4,47.0
2022-01-01,11.364,0.312,0.8,55.0,60.6,42.4
2022-01-02,10.74,0.28,0.225,45.0,53.2,33.2
2022-01-03,11.588,0.036,0.0,36.2,45.4,26.0
2022-01-04,9.842,0.0,0.0,37.4,48.8,29.8
2022-01-05,9.662,0.057999999999999996,0.025,42.4,53.2,33.4
2022-01-06,10.244,0.01,0.0,39.0,45.4,30.0
2022-01-07,9.89,0.062,1.55,31.6,39.4,24.8
2022-01-08,10.202,0.016,0.0,37.0,48.4,32.4
2022-01-09,11.408,0.122,0.0,44.4,55.4,33.6
2022-01-10,11.008,0.0,0.0,39.6,48.0,29.0
2022-01-11,9.482,0.0,0.0,36.6,50.6,26.2
2022-01-12,6.9799999999999995,0.0,0.0,43.8,56.4,32.8
2022-01-13,5.862,0.0,0.0,47.2,59.2,37.6
2022-01-14,11.812000000000001,0.002,0.025,47.8,57.4,35.6
2022-01-15,14.404,0.04,0.05,38.8,43.0,31.0
2022-01-16,9.262,0.258,0.15,35.4,47.8,28.6
2022-01-17,12.662,0.2,0.0,41.6,48.2,35.8
2022-01-18,12.168000000000001,0.0,0.0,43.6,55.4,35.0
2022-01-19,10.782,0.0,0.0,45.8,55.2,30.6
2022-01-20,11.856,0.11200000000000002,0.025,38.4,46.0,26.2
2022-01-21,8.904,0.002,0.0,31.6,40.0,24.0
2022-01-22,8.01,0.004,0.05,36.6,47.0,29.2
2022-01-23,7.965999999999999,0.048,0.9,38.4,50.2,27.0
2022-01-24,7.562,0.028000000000000004,0.5750000000000001,40.6,50.4,31.6
2022-01-25,8.766,0.0,0.0,41.0,48.2,31.8
2022-01-26,8.99,0.0,0.0,33.4,43.6,23.0
2022-01-27,8.232000000000001,0.0,0.0,36.6,47.8,28.8
2022-01-28,8.636,0.044,1.3499999999999999,39.6,49.0,29.8
2022-01-29,11.856,0.11599999999999999,2.325,35.4,45.6,25.2
2022-01-30,8.636,0.0,0.0,37.2,50.8,25.8
2022-01-31,6.486,0.0,0.0,42.4,51.4,34.0
2022-02-01,8.588,0.018,0.05,45.8,56.0,38.2
2022-02-02,10.870000000000001,0.29600000000000004,1.4000000000000001,43.8,52.0,32.8
2022-02-03,11.408,0.366,0.375,39.0,46.8,32.8
2022-02-04,11.139999999999999,0.356,0.15,39.4,48.4,27.6
2022-02-05,10.648,0.0,0.0,33.2,42.8,22.8
2022-02-06,8.32,0.0,0.0,36.2,48.6,27.2
2022-02-07,7.606,0.05600000000000001,0.0,42.4,51.4,34.0
2022-02-08,9.975999999999999,0.024,0.0,44.2,57.6,34.0
2022-02-09,7.292,0.0,0.0,47.0,59.8,35.2
2022-02-10,8.322,0.002,0.025,50.2,62.8,37.8
2022-02-11,10.378,0.016,0.125,52.0,64.4,39.8
2022-02-12,11.096,0.0,0.0,49.4,60.8,36.8
2022-02-13,9.26,0.05,0.7,42.2,52.4,32.2
2022-02-14,9.664,0.0,0.0,39.4,51.0,29.8
2022-02-15,11.856,0.002,0.0,42.8,54.4,34.2
2022-02-16,12.75,0.16599999999999998,0.0,50.8,60.4,42.6
2022-02-17,15.884,0.294,0.725,51.2,61.0,38.8
2022-02-18,12.884,0.128,0.0,42.6,55.6,28.4
2022-02-19,11.006,0.0,0.0,39.4,51.8,28.2
2022-02-20,11.9,0.0,0.0,42.6,54.6,32.0
2022-02-21,9.126000000000001,0.186,0.0,49.8,59.8,43.0
2022-02-22,13.602,0.308,0.0,51.0,60.2,37.8
2022-02-23,11.946000000000002,0.048,0.025,44.6,51.4,36.4
2022-02-24,10.02,0.024,0.275,40.6,46.2,34.6
